id,artist,song,lyrics_bow
bruno mars+just the way you are,bruno mars,just the way you are,"['eyes', 'eyes', 'make', 'stars', 'look', 'like', 'theyre', 'shining', 'hair', 'hair', 'falls', 'perfectly', 'without', 'trying', 'shes', 'beautiful', 'tell', 'every', 'day', 'know', 'know', 'compliment', 'wont', 'believe', 'sad', 'think', 'dont', 'see', 'see', 'every', 'time', 'asks', 'look', 'okay', 'say', 'see', 'face', 'theres', 'thing', 'would', 'change', 'cause', 'youre', 'amazing', 'way', 'smile', 'whole', 'world', 'stops', 'stares', 'cause', 'girl', 'youre', 'amazing', 'way', 'lips', 'lips', 'could', 'kiss', 'day', 'shed', 'let', 'laugh', 'laugh', 'hates', 'think', 'sexy', 'shes', 'beautiful', 'tell', 'every', 'day', 'know', 'know', 'know', 'never', 'ask', 'change', 'perfect', 'youre', 'searching', 'stay', 'dont', 'even', 'bother', 'asking', 'look', 'okay', 'know', 'say', 'see', 'face', 'theres', 'thing', 'would', 'change', 'cause', 'youre', 'amazing', 'way', 'smile', 'whole', 'world', 'stops', 'stares', 'cause', 'girl', 'youre', 'amazing', 'way', 'way', 'way', 'girl', 'youre', 'amazing', 'way', 'see', 'face', 'theres', 'thing', 'would', 'change', 'cause', 'youre', 'amazing', 'way', 'smile', 'whole', 'world', 'stops', 'stares', 'cause', 'girl', 'youre', 'amazing', 'way', 'yeaaaah']"
"train+hey, soul sister (live)",train,"hey, soul sister (live)","['hey', 'hey', 'hey', 'lipstick', 'stains', 'front', 'lobe', 'left', 'side', 'brains', 'knew', 'wouldnt', 'forget', 'went', 'let', 'blow', 'mind', 'sweet', 'moonbean', 'smell', 'every', 'single', 'dream', 'dream', 'knew', 'collided', 'youre', 'one', 'decided', 'whos', 'one', 'kind', 'hey', 'soul', 'sister', 'aint', 'mister', 'radio', 'stereo', 'way', 'move', 'aint', 'fair', 'know', 'hey', 'soul', 'sister', 'dont', 'wanna', 'miss', 'single', 'thing', 'tonight', 'hey', 'hey', 'hey', 'time', 'glad', 'one', 'track', 'mind', 'like', 'gave', 'life', 'direction', 'game', 'show', 'love', 'connection', 'cant', 'deny', 'obsessed', 'heart', 'bound', 'beat', 'right', 'untrimmed', 'chest', 'believe', 'like', 'virgin', 'youre', 'madonna', 'always', 'gonna', 'wanna', 'blow', 'mind', 'hey', 'soul', 'sister', 'aint', 'mister', 'radio', 'stereo', 'way', 'move', 'aint', 'fair', 'know', 'hey', 'soul', 'sister', 'dont', 'wanna', 'miss', 'single', 'thing', 'tonight', 'way', 'cut', 'rug', 'watching', 'drug', 'need', 'gangster', 'thug', 'youre', 'one', 'dreaming', 'see', 'finally', 'fact', 'theres', 'nothing', 'cant', 'want', 'world', 'see', 'youll', 'hey', 'soul', 'sister', 'aint', 'mister', 'radio', 'stereo', 'way', 'move', 'aint', 'fair', 'know', 'hey', 'soul', 'sister', 'dont', 'wanna', 'miss', 'single', 'thing', 'tonight', 'hey', 'hey', 'hey', 'tonight', 'hey', 'hey', 'hey', 'tonight']"
rihanna+only girl (in the world),rihanna,only girl (in the world),"['want', 'love', 'like', 'hot', 'pie', 'keep', 'thinkin', 'doin', 'like', 'boy', 'forget', 'world', 'cuz', 'gon', 'tonight', 'wanna', 'make', 'bed', 'swallow', 'pride', 'ohh', 'want', 'make', 'feel', 'like', 'girl', 'world', 'like', 'one', 'youll', 'ever', 'love', 'like', 'one', 'knows', 'heart', 'girl', 'world', 'like', 'one', 'thats', 'command', 'cuz', 'one', 'understands', 'make', 'feel', 'like', 'man', 'yeeah', 'want', 'make', 'feel', 'like', 'girl', 'world', 'like', 'one', 'youll', 'ever', 'love', 'like', 'one', 'knows', 'heart', 'one', 'want', 'take', 'like', 'thief', 'night', 'hold', 'like', 'pillow', 'make', 'feel', 'right', 'baby', 'ill', 'tell', 'secrets', 'keepin', 'come', 'inside', 'enter', 'aint', 'leavin', 'prisoner', 'night', 'ohh', 'want', 'make', 'feel', 'like', 'girl', 'world', 'like', 'one', 'youll', 'ever', 'love', 'like', 'one', 'knows', 'heart', 'girl', 'world', 'like', 'one', 'thats', 'command', 'cuz', 'one', 'understands', 'like', 'one', 'knows', 'heart', 'one', 'take', 'ride', 'ride', 'baby', 'take', 'hight', 'hight', 'let', 'make', 'first', 'first', 'make', 'last', 'night', 'night', 'take', 'ride', 'ride', 'baby', 'take', 'hight', 'hight', 'let', 'make', 'first', 'first', 'make', 'last', 'night', 'want', 'make', 'feel', 'like', 'girl', 'world', 'like', 'one', 'youll', 'ever', 'love', 'like', 'one', 'knows', 'heart', 'girl', 'world', 'like', 'one', 'thats', 'command', 'cuz', 'one', 'understands', 'make', 'feel', 'like', 'man', 'girl', 'world', 'girl', 'world', 'girl', 'world', 'girl', 'world', 'merci', 'marjorie', 'pour', 'cettes', 'paroles']"
them crooked vultures+new fang,them crooked vultures,new fang,"['new', 'fang', 'nothing', 'dont', 'mean', 'parade', 'sucking', 'one', 'stand', 'step', 'aside', 'open', 'wide', 'hangin', 'ability', 'gone', 'want', 'two', 'yes', 'went', 'along', 'take', 'dose', 'getting', 'gone', 'girls', 'blue', 'slips', 'blood', 'sex', 'sweat', 'think', 'gotta', 'know', 'sometimes', 'break', 'finger', 'upper', 'hand', 'think', 'got', 'confused', 'better', 'man', 'sometimes', 'break', 'finger', 'upper', 'hand', 'say', 'youve', 'got', 'confused', 'aint', 'better', 'man', 'slack', 'cadillac', 'couldnt', 'quit', 'guns', 'slaps', 'take', 'back', 'except', 'left', 'far', 'behind', 'time', 'mind', 'like', 'landmine', 'tailgate', 'lane', 'much', 'young', 'everybody', 'gonna', 'along', 'turn', 'red', 'show', 'gotta', 'let', 'know', 'gonna', 'roll', 'sometimes', 'break', 'finger', 'upper', 'hand', 'said', 'youve', 'got', 'confused', 'better', 'man', 'sometimes', 'break', 'finger', 'upper', 'hand', 'know', 'youve', 'got', 'confused', 'dont', 'new', 'fang', 'pressing', 'low', 'waiting', 'around', 'new', 'fang', 'pressing', 'waiting', 'around', 'new', 'fang', 'new', 'fang', 'gonna', 'wait', 'new', 'fang', 'new', 'aint', 'gonna', 'wait']"
iron maiden+el dorado,iron maiden,el dorado,"['gotta', 'tell', 'story', 'cold', 'winters', 'night', 'youll', 'sailin', 'glory', 'know', 'right', 'come', 'got', 'vision', 'personal', 'snake', 'oil', 'something', 'jester', 'tears', 'playing', 'fears', 'trickster', 'smiling', 'underneath', 'mask', 'love', 'death', 'eternal', 'lie', 'ive', 'told', 'pyramids', 'gold', 'ive', 'got', 'hooked', 'every', 'turn', 'moneys', 'left', 'burn', 'youll', 'wanting', 'contract', 'youll', 'waiting', 'like', 'give', 'contact', 'isnt', 'style', 'well', 'get', 'one', 'chance', 'good', 'miss', 'gave', 'lot', 'wouldnt', 'exist', 'greed', 'lust', 'angry', 'pride', 'old', 'old', 'ride', 'smoke', 'mirrors', 'visions', 'see', 'like', 'bankers', 'face', 'letter', 'place', 'know', 'someone', 'like', 'knows', 'someone', 'like', 'dorado', 'come', 'play', 'dorado', 'step', 'way', 'take', 'ticket', 'ride', 'dorado', 'streets', 'gold', 'see', 'sold', 'youve', 'got', 'one', 'last', 'chance', 'try', 'gone', 'glory', 'gone', 'gold', 'well', 'need', 'story', 'ive', 'come', 'told', 'well', 'say', 'devil', 'wouldnt', 'say', 'dark', 'side', 'hey', 'show', 'told', 'big', 'bad', 'twice', 'bold', 'ship', 'fools', 'sinking', 'cracks', 'begin', 'grow', 'easy', 'way', 'honest', 'man', 'today', 'something', 'think', 'life', 'boat', 'sails', 'away', 'dorado', 'come', 'play', 'dorado', 'step', 'way', 'take', 'ticket', 'ride', 'dorado', 'streets', 'gold', 'see', 'sold', 'youve', 'got', 'one', 'last', 'chance', 'try', 'grazie', 'strikeagle83', 'per', 'questo', 'testo']"
neil young+angry world,neil young,angry world,"['see', 'life', 'broken', 'promise', 'see', 'life', 'endless', 'fight', 'think', 'live', 'age', 'darkness', 'think', 'live', 'age', 'light', 'angry', 'world', 'everything', 'gonna', 'right', 'yeah', 'angry', 'world', 'yeah', 'angry', 'world', 'see', 'life', 'hope', 'eternal', 'see', 'life', 'business', 'plan', 'hells', 'inferno', 'screwing', 'life', 'freedom', 'land', 'angry', 'world', 'business', 'man', 'fisher', 'man', 'angry', 'world', 'doubt', 'everything', 'planned', 'yeah', 'angry', 'world', 'yeah', 'angry', 'world', 'grazie', 'depia', 'per', 'questo', 'testo']"
fantasia+bittersweet,fantasia,bittersweet,"['every', 'still', 'get', 'flashback', 'time', 'spent', 'thinking', 'could', 'one', 'kept', 'love', 'yes', 'understand', 'good', 'times', 'hand', 'got', 'crying', 'night', 'much', 'mind', 'even', 'though', 'left', 'cant', 'forget', 'cause', 'think', 'bittersweet', 'bittersweet', 'guess', 'ill', 'always', 'love', 'bittersweet', 'bittersweet', 'together', 'aint', 'treat', 'right', 'damn', 'really', 'love', 'aint', 'gonna', 'lie', 'cause', 'think', 'bittersweet', 'still', 'box', 'full', 'things', 'gave', 'start', 'throw', 'something', 'always', 'stops', 'yeah', 'said', 'deep', 'inside', 'heart', 'made', 'right', 'decision', 'gonna', 'hurt', 'might', 'less', 'think', 'make', 'big', 'mistake', 'even', 'though', 'left', 'cant', 'forget', 'cause', 'think', 'bittersweet', 'bittersweet', 'guess', 'ill', 'always', 'love', 'bittersweet', 'bittersweet', 'together', 'aint', 'treat', 'right', 'really', 'love', 'aint', 'gonna', 'lie', 'cause', 'think', 'bittersweet', 'see', 'dont', 'understand', 'like', 'somebody', 'gonna', 'get', 'hurt', 'situation', 'hope', 'times', 'part', 'wants', 'part', 'dont', 'part', 'missing', 'part', 'gone', 'part', 'saying', 'love', 'still', 'strong', 'part', 'letting', 'even', 'though', 'left', 'cant', 'forget', 'cause', 'think', 'bittersweet', 'bittersweet', 'guess', 'ill', 'always', 'love', 'bittersweet', 'bittersweet', 'together', 'aint', 'treat', 'right', 'really', 'love', 'aint', 'gonna', 'lie', 'think', 'bittersweet', 'bittersweet']"
usher+there goes my baby,usher,there goes my baby,"['goes', 'baby', 'girl', 'look', 'dont', 'know', 'good', 'feels', 'call', 'girl', 'goes', 'baby', 'loving', 'everything', 'girl', 'look', 'bet', 'aint', 'know', 'checking', 'putting', 'heels', 'swear', 'bodys', 'perfect', 'baby', 'work', 'baby', 'yea', 'love', 'way', 'poking', 'girl', 'give', 'something', 'feel', 'please', 'believe', 'gone', 'twerking', 'end', 'night', 'baby', 'ive', 'waiting', 'day', 'wrap', 'hands', 'around', 'waist', 'kiss', 'face', 'wouldnt', 'trade', 'feeling', 'nothing', 'even', 'minute', 'ill', 'sit', 'long', 'takes', 'get', 'alone', 'soon', 'come', 'walking', 'way', 'gon', 'hear', 'say', 'goes', 'baby', 'girl', 'look', 'dont', 'know', 'good', 'feels', 'call', 'girl', 'goes', 'baby', 'loving', 'everything', 'girl', 'look', 'get', 'chills', 'whenever', 'see', 'face', 'place', 'girl', 'feel', 'like', 'movie', 'baby', 'like', 'oowee', 'baby', 'like', 'waterfalls', 'hair', 'falls', 'waist', 'get', 'taste', 'girl', 'need', 'keep', 'baby', 'aint', 'ashamed', 'calling', 'name', 'girl', 'ive', 'waiting', 'day', 'wrap', 'hands', 'around', 'waist', 'kiss', 'face', 'wouldnt', 'trade', 'feeling', 'nothing', 'even', 'minute', 'ill', 'sit', 'long', 'takes', 'get', 'alone', 'soon', 'come', 'walking', 'way', 'gon', 'hear', 'say', 'goes', 'baby', 'girl', 'look', 'dont', 'know', 'good', 'feels', 'call', 'girl', 'goes', 'baby', 'loving', 'everything', 'girl', 'look', 'girl', 'feel', 'like', 'first', 'time', 'everytime', 'get', 'together', 'baby', 'loving', 'feels', 'better', 'everything', 'anything', 'put', 'heart', 'dont', 'need', 'ring', 'promise', 'time', 'away', 'wont', 'change', 'love', 'goes', 'baby', 'girl', 'look', 'dont', 'know', 'good', 'feels', 'call', 'girl', 'goes', 'baby', 'loving', 'everything', 'girl', 'look', 'goes', 'baby', 'girl', 'look', 'dont', 'know', 'good', 'feels', 'call', 'girl', 'goes', 'baby', 'loving', 'everything', 'girl', 'look']"
sade+soldier of love,sade,soldier of love,"['ive', 'lost', 'use', 'heart', 'still', 'alive', 'still', 'looking', 'life', 'endless', 'pool', 'side', 'wild', 'wild', 'west', 'best', 'borderline', 'faith', 'hinterland', 'devotion', 'frontline', 'battle', 'mine', 'still', 'alive', 'soldier', 'love', 'every', 'day', 'night', 'soldier', 'love', 'days', 'life', 'ive', 'torn', 'inside', 'ive', 'left', 'behind', 'ride', 'survive', 'wild', 'wild', 'west', 'trying', 'hardest', 'best', 'stay', 'alive', 'loves', 'soldier', 'wait', 'sound', 'oooh', 'oohhh', 'know', 'love', 'come', 'love', 'come', 'turn', 'around', 'soldier', 'love', 'soldier', 'love', 'every', 'day', 'night', 'soldier', 'love', 'days', 'life', 'lost', 'dont', 'doubt', 'ride', 'survive', 'wild', 'wild', 'west', 'trying', 'hardest', 'best', 'stay', 'alive', 'loves', 'soldier', 'wait', 'sound', 'know', 'love', 'come', 'know', 'love', 'come', 'turn', 'around', 'soldier', 'love', 'soldier', 'still', 'waiting', 'love', 'come', 'turn', 'around', 'soldier', 'love', 'soldier', 'still', 'waiting', 'love', 'come', 'turn', 'around', 'still', 'waiting', 'love', 'come']"
cee lo green+fuck you,cee lo green,fuck you,"['see', 'driving', 'around', 'town', 'girl', 'love', 'like', 'fuck', 'ooh', 'ooh', 'ooh', 'guess', 'change', 'pocket', 'wasnt', 'enough', 'like', 'fuck', 'fuck', 'said', 'richer', 'still', 'hah', 'aint', 'shit', 'although', 'theres', 'pain', 'chest', 'still', 'wish', 'best', 'fuck', 'ooh', 'oooh', 'yeah', 'sorry', 'cant', 'afford', 'ferrari', 'dont', 'mean', 'cant', 'get', 'guess', 'hes', 'xbox', 'atari', 'way', 'play', 'game', 'aint', 'fair', 'pity', 'fool', 'falls', 'love', 'shit', 'shes', 'gold', 'digger', 'well', 'thought', 'know', 'nigga', 'ive', 'got', 'news', 'yeah', 'run', 'tell', 'little', 'boyfriend', 'see', 'driving', 'around', 'town', 'girl', 'love', 'like', 'fuck', 'ooh', 'ooh', 'ooh', 'guess', 'change', 'pocket', 'wasnt', 'enough', 'like', 'fuck', 'fuck', 'said', 'richer', 'still', 'hah', 'aint', 'shit', 'although', 'theres', 'pain', 'chest', 'still', 'wish', 'best', 'fuck', 'ooh', 'oooh', 'know', 'borrow', 'beg', 'steal', 'lie', 'cheat', 'trying', 'keep', 'trying', 'please', 'cause', 'love', 'ass', 'aint', 'cheap', 'pity', 'fool', 'falls', 'love', 'shit', 'shes', 'gold', 'digger', 'well', 'thought', 'know', 'nigga', 'ive', 'got', 'news', 'ooh', 'really', 'hate', 'ass', 'right', 'see', 'driving', 'around', 'town', 'girl', 'love', 'like', 'fuck', 'ooh', 'ooh', 'ooh', 'guess', 'change', 'pocket', 'wasnt', 'enough', 'like', 'fuck', 'fuck', 'said', 'richer', 'still', 'hah', 'aint', 'shit', 'although', 'theres', 'pain', 'chest', 'still', 'wish', 'best', 'fuck', 'ooh', 'oooh', 'baby', 'baby', 'baby', 'dyou', 'wanna', 'wanna', 'hurt', 'bad', 'tried', 'tell', 'momma', 'told', 'one', 'dad', 'dad', 'dad', 'dad', 'lady', 'love', 'still', 'love', 'ooh', 'see', 'driving', 'around', 'town', 'girl', 'love', 'like', 'fuck', 'ooh', 'ooh', 'ooh', 'guess', 'change', 'pocket', 'wasnt', 'enough', 'like', 'fuck', 'fuck', 'said', 'richer', 'still', 'hah', 'aint', 'shit', 'although', 'theres', 'pain', 'chest', 'still', 'wish', 'best', 'fuck', 'ooh', 'oooh']"
john legend & the roots+shine,john legend & the roots,shine,"['wait', 'plead', 'case', 'unknown', 'cast', 'aside', 'love', 'see', 'face', 'spare', 'lie', 'afraid', 'see', 'prisoners', 'history', 'beautiful', 'minds', 'trapped', 'inside', 'bring', 'back', 'life', 'let', 'shine', 'let', 'shine', 'let', 'shine', 'let', 'shine', 'ooooooohhhhhhhhhh', 'aowwwww', 'dark', 'see', 'sparks', 'dont', 'snuff', 'weve', 'gotta', 'let', 'flame', 'let', 'speak', 'name', 'let', 'reach', 'clouds', 'cant', 'eat', 'dont', 'feed', 'cant', 'read', 'dont', 'teach', 'theres', 'light', 'hide', 'dont', 'let', 'die', 'let', 'shine', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'let', 'shine', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'let', 'shine', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'let', 'shine', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'ohhhhh', 'sparks', 'flicker', 'distance', 'lonely', 'space', 'sing', 'listening', 'cause', 'dont', 'see', 'face', 'cant', 'let', 'die', 'cant', 'make', 'hide', 'little', 'miracles', 'live', 'inside', 'let', 'shine', 'ohhhhhhhhhhhhhh', 'let', 'shine', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'let', 'live', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'let', 'loved', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'let', 'growwww', 'yeah', 'yeah', 'yeah', 'let', 'shine', 'cmon', 'let', 'love', 'yeah', 'yeah', 'yeah', 'hey', 'cmon', 'let', 'love', 'yeah', 'yeah', 'yeah', 'hey', 'hey', 'hey', 'yeah', 'cmon', 'let', 'love', 'yeah', 'yeah', 'yeah', 'yeah', 'heah', 'cmon', 'yeah', 'heah', 'heahh', 'hold', 'close', 'let', 'know', 'theyll', 'get', 'night', 'ordinary', 'people', 'could', 'hero', 'dont', 'put', 'light', 'let', 'shine', 'let', 'shine', 'let', 'shine', 'let', 'shine', 'yeah', 'yeayyyyeahhh', 'let', 'shine']"
eminem+not afraid,eminem,not afraid,"['yeah', 'ride', 'guess', 'place', 'get', 'one', 'might', 'still', 'place', 'youre', 'tryin', 'get', 'follow', 'ill', 'get', 'try', 'read', 'lyric', 'paper', 'lay', 'wont', 'take', 'sting', 'words', 'say', 'cause', 'aint', 'way', 'ima', 'let', 'stop', 'causin', 'mayhem', 'say', 'ima', 'somethin', 'dont', 'give', 'damn', 'think', 'doin', 'fuck', 'world', 'feed', 'beans', 'gassed', 'thinks', 'stoppin', 'ima', 'set', 'without', 'doubt', 'undoubtably', 'look', 'tearin', 'balcony', 'ifs', 'ands', 'buts', 'dont', 'try', 'ask', 'infinite', 'last', 'relapse', 'album', 'hes', 'still', 'shittin', 'whether', 'hes', 'salary', 'paid', 'hourly', 'bows', 'shits', 'bowels', 'whichever', 'comes', 'first', 'better', 'worse', 'hes', 'married', 'game', 'like', 'fuck', 'christmas', 'gift', 'curse', 'forget', 'earth', 'hes', 'got', 'urge', 'pull', 'dick', 'dirt', 'fuck', 'whole', 'universe', 'afraid', 'take', 'stand', 'everybody', 'come', 'take', 'hand', 'well', 'walk', 'road', 'together', 'storm', 'whatever', 'weather', 'cold', 'warm', 'lettin', 'know', 'youre', 'alone', 'holla', 'feel', 'like', 'youve', 'road', 'okay', 'quit', 'playin', 'scissors', 'shit', 'cut', 'crap', 'shouldnt', 'rhyme', 'words', 'rhythm', 'know', 'wrap', 'said', 'king', 'lied', 'teeth', 'fuck', 'feelings', 'instead', 'gettin', 'crowned', 'youre', 'gettin', 'capped', 'fans', 'ill', 'never', 'let', 'back', 'promise', 'never', 'back', 'promise', 'fact', 'lets', 'honest', 'last', 'relapse', 'ehhhh', 'perhaps', 'ran', 'accents', 'ground', 'relax', 'aint', 'goin', 'back', 'tryin', 'say', 'get', 'back', 'click', 'clack', 'blaow', 'cause', 'aint', 'playin', 'around', 'theres', 'game', 'called', 'circle', 'dont', 'know', 'way', 'back', 'think', 'still', 'tryin', 'figure', 'crap', 'thought', 'mapped', 'guess', 'didnt', 'fuckin', 'black', 'cloud', 'still', 'follows', 'around', 'time', 'exorcise', 'demons', 'muhfuckers', 'doin', 'jumpin', 'jacks', 'afraid', 'take', 'stand', 'everybody', 'come', 'take', 'hand', 'well', 'walk', 'road', 'together', 'storm', 'whatever', 'weather', 'cold', 'warm', 'lettin', 'know', 'youre', 'alone', 'holla', 'feel', 'like', 'youve', 'road', 'cant', 'keep', 'livin', 'way', 'startin', 'today', 'breakin', 'cage', 'standin', 'ima', 'face', 'demons', 'mannin', 'ima', 'hold', 'ground', 'ive', 'enough', 'fed', 'time', 'put', 'life', 'back', 'together', 'right', 'decision', 'get', 'clean', 'admittedly', 'probably', 'subliminally', 'could', 'come', 'back', 'brand', 'new', 'helped', 'see', 'dont', 'even', 'realize', 'believe', 'ive', 'wringer', 'little', 'middle', 'finger', 'think', 'got', 'tear', 'eye', 'feel', 'like', 'king', 'world', 'haters', 'make', 'like', 'bees', 'stingers', 'drop', 'dead', 'beef', 'flingers', 'drama', 'promise', 'focus', 'solely', 'handlin', 'responsibilities', 'father', 'solemnly', 'swear', 'always', 'treat', 'roof', 'like', 'daughters', 'raise', 'couldnt', 'lift', 'single', 'shingle', 'cause', 'way', 'feel', 'strong', 'enough', 'club', 'corner', 'pub', 'lift', 'whole', 'liquor', 'counter', 'cause', 'raisin', 'bar', 'shoot', 'moon', 'busy', 'gazin', 'stars', 'feel', 'amazin', 'afraid', 'take', 'stand', 'everybody', 'come', 'take', 'hand', 'well', 'walk', 'road', 'together', 'storm', 'whatever', 'weather', 'cold', 'warm', 'lettin', 'know', 'youre', 'alone', 'holla', 'feel', 'like', 'youve', 'road']"
miranda lambert+the house that built me,miranda lambert,the house that built me,"['know', 'say', 'cant', 'home', 'come', 'back', 'one', 'last', 'time', 'maam', 'know', 'dont', 'know', 'adam', 'handprints', 'front', 'steps', 'mine', 'stairs', 'little', 'back', 'bedroom', 'homework', 'learned', 'play', 'guitar', 'bet', 'didnt', 'know', 'live', 'oak', 'favorite', 'dog', 'buried', 'yard', 'thought', 'could', 'touch', 'place', 'feel', 'brokenness', 'inside', 'might', 'start', 'healing', 'like', 'someone', 'else', 'thought', 'maybe', 'could', 'find', 'could', 'come', 'swear', 'ill', 'leave', 'wont', 'take', 'nothing', 'memory', 'house', 'built', 'mama', 'cut', 'pictures', 'houses', 'years', 'better', 'homes', 'garden', 'magazines', 'plans', 'drawn', 'concrete', 'poured', 'nail', 'nail', 'board', 'board', 'daddy', 'gave', 'life', 'mamas', 'dream', 'thought', 'could', 'touch', 'place', 'feel', 'brokenness', 'inside', 'might', 'start', 'healing', 'like', 'someone', 'else', 'thought', 'maybe', 'could', 'find', 'could', 'come', 'swear', 'ill', 'leave', 'wont', 'take', 'nothing', 'memory', 'house', 'built', 'leave', 'home', 'move', 'best', 'got', 'lost', 'whole', 'world', 'forgot', 'thought', 'could', 'touch', 'place', 'feel', 'brokenness', 'inside', 'might', 'start', 'healing', 'like', 'someone', 'else', 'thought', 'maybe', 'could', 'find', 'could', 'walk', 'around', 'swear', 'ill', 'leave', 'wont', 'take', 'nothing', 'memory', 'house', 'built']"
keith urban+'til summer comes around,keith urban,'til summer comes around,"['another', 'long', 'summers', 'come', 'gone', 'dont', 'know', 'always', 'ends', 'way', 'boardwalks', 'quiet', 'carnival', 'rides', 'empty', 'broken', 'heart', 'tonight', 'close', 'eyes', 'one', 'time', 'spinning', 'around', 'youre', 'holding', 'tightly', 'words', 'came', 'kissed', 'mouth', 'fourth', 'july', 'ever', 'burned', 'brightly', 'understand', 'promised', 'youd', 'back', 'wander', 'around', 'town', 'til', 'summer', 'comes', 'around', 'got', 'job', 'working', 'old', 'park', 'pier', 'every', 'summer', 'five', 'long', 'years', 'grease', 'gears', 'fix', 'lights', 'tighten', 'bolts', 'straighten', 'tracks', 'count', 'days', 'til', 'might', 'come', 'back', 'close', 'eyes', 'one', 'time', 'spinning', 'around', 'youre', 'holding', 'tightly', 'words', 'came', 'kissed', 'mouth', 'fourth', 'july', 'ever', 'burned', 'brightly', 'understand', 'swore', 'youd', 'back', 'frozen', 'town', 'til', 'summer', 'comes', 'around', 'comes', 'around', 'close', 'eyes', 'stuck', 'ferris', 'wheel', 'riding', 'motion', 'hand', 'hand', 'cried', 'laughed', 'knowing', 'love', 'belonged', 'girlif', 'moment', 'baby', 'ill', 'back', 'whispered', 'ear', 'winter', 'wind', 'sound', 'yeah', 'everything', 'closing', 'til', 'summer', 'comes', 'around', 'til', 'summer', 'comes', 'around', 'til', 'comes', 'around', 'comes', 'around', 'miss', 'baby', 'miss', 'baby', 'thanks', 'lizzi', 'lyrics']"
kings of leon+use somebody,kings of leon,use somebody,"['ive', 'roaming', 'around', 'looking', 'see', 'painted', 'faces', 'fill', 'places', 'cant', 'reach', 'know', 'could', 'use', 'somebody', 'know', 'could', 'use', 'somebody', 'someone', 'like', 'know', 'speak', 'countless', 'lovers', 'undercover', 'streets', 'know', 'could', 'use', 'somebody', 'know', 'could', 'use', 'somebody', 'someone', 'like', 'wha', 'wha', 'night', 'live', 'sleep', 'waging', 'wars', 'shape', 'poet', 'beat', 'hope', 'going', 'make', 'notice', 'hope', 'going', 'make', 'notice', 'someone', 'like', 'someone', 'like', 'someone', 'like', 'somebody', 'wha', 'ready', 'ready', 'ready', 'ready', 'ready', 'ready', 'ready', 'someone', 'like', 'somebody', 'someone', 'like', 'somebody', 'someone', 'like', 'somebody', 'ive', 'running', 'around', 'looking', 'see', 'thanks', 'damiano', 'taylordudzinski', 'corrections']"
beyoncé+single ladies (put a ring on it),beyoncé,single ladies (put a ring on it),"['single', 'ladies', 'single', 'ladies', 'put', 'hands', 'club', 'broke', 'little', 'thing', 'decided', 'dip', 'wanna', 'trip', 'cause', 'another', 'brother', 'noticed', 'dont', 'pay', 'attention', 'cried', 'tears', 'three', 'good', 'years', 'cant', 'mad', 'cause', 'liked', 'put', 'ring', 'liked', 'put', 'ring', 'dont', 'mad', 'see', 'want', 'liked', 'put', 'ring', 'ooo', 'ooooo', 'oooo', 'cause', 'liked', 'put', 'ring', 'liked', 'put', 'ring', 'dont', 'mad', 'see', 'want', 'liked', 'put', 'ring', 'ooo', 'ooooo', 'oooo', 'put', 'gloss', 'lips', 'man', 'hips', 'fit', 'tighter', 'dereon', 'jeans', 'acting', 'drank', 'cup', 'could', 'care', 'less', 'think', 'need', 'permission', 'mention', 'dont', 'pay', 'attention', 'cause', 'turn', 'gonna', 'learn', 'really', 'feels', 'miss', 'cause', 'liked', 'put', 'ring', 'liked', 'put', 'ring', 'dont', 'mad', 'see', 'want', 'liked', 'put', 'ring', 'ooo', 'ooooo', 'oooo', 'cause', 'liked', 'put', 'ring', 'liked', 'put', 'ring', 'dont', 'mad', 'see', 'want', 'liked', 'put', 'ring', 'ooo', 'ooooo', 'oooo', 'dont', 'treat', 'things', 'world', 'kind', 'girl', 'love', 'prefer', 'deserve', 'hes', 'man', 'makes', 'takes', 'delivers', 'destiny', 'infinity', 'beyond', 'pull', 'arms', 'say', 'one', 'want', 'dont', 'youll', 'alone', 'like', 'ghost', 'ill', 'gone', 'single', 'ladies', 'single', 'ladies', 'put', 'hands', 'ooo', 'ooooo', 'oooo', 'ooo', 'cause', 'liked', 'put', 'ring', 'liked', 'put', 'ring', 'dont', 'mad', 'see', 'want', 'liked', 'put', 'ring', 'ooo', 'ooooo', 'oooo', 'cause', 'liked', 'put', 'ring', 'liked', 'put', 'ring', 'dont', 'mad', 'see', 'want', 'liked', 'put', 'ring', 'ooo', 'ooooo', 'oooo']"
